Date_x,Open,High,Low,Close,Adj Close,Volume,Time Stamp,Date_y,Init N.S.A,Init S.F.,Init S.A.,Init S.A. 4-Week,Continued N.S.A,Continued S.F.,Continued S.A.,Continued S.A. 4-Week,IUR N.S.A,IUR S.A.,Covered Employment,CPI Date,CPI Open,CPI High,CPI Low,CPI Close,CPI Adj Close,CPI Volume,DJIA Date,DJIA Open,DJIA High,DJIA Low,DJIA Close,DJIA Adj Close,DJIA Volume,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Date,S&P Date,S&P Open,S&P High,S&P Low,S&P Close,S&P Adj Close,S&P Volume,NASDAQ Date,NASDAQ Open,NASDAQ High,NASDAQ Low,NASDAQ Close,NASDAQ Adj Close,NASDAQ Volume
2021-01-21,35549.3984375,35552.6796875,30250.75,30825.69921875,30825.69921875,75643067688,2021-01-21,2021-01-16,"937,313","51,013.00","886,000","833,500","5,218,474","340,099.00","4,878,000","5,089,750",3.7,3.4,"142,133,208",2021-01-21,27.299999237060547,27.299999237060547,27.280000686645508,27.299999237060547,27.299999237060547,800.0,2021-01-21,31198.009765625,31272.220703125,31120.919921875,31176.009765625,31176.009765625,4484460000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-01-21,-26.0,-13.0,-19.0,-42.0,-32.0,12.0,2021-01-21,2021-01-21,3857.4599609375,3861.449951171875,3845.050048828125,3853.070068359375,3853.070068359375,4484460000.0,2021-01-21,13521.48046875,13560.349609375,13454.0703125,13530.91015625,13530.91015625,7183390000.0
2021-01-22,30817.625,33811.8515625,28953.373046875,33005.76171875,33005.76171875,77207272511,2021-01-22,2021-01-16,"937,313","51,013.00","886,000","833,500","5,218,474","340,099.00","4,878,000","5,089,750",3.7,3.4,"142,133,208",2021-01-22,27.239999771118164,27.26000022888184,27.1299991607666,27.21999931335449,27.21999931335449,1900.0,2021-01-22,31141.560546875,31141.560546875,30908.470703125,30996.98046875,30996.98046875,5080430000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-01-22,-26.0,-14.0,-25.0,-41.0,-31.0,12.0,2021-01-22,2021-01-22,3844.239990234375,3852.31005859375,3830.409912109375,3841.469970703125,3841.469970703125,5080430000.0,2021-01-22,13474.8095703125,13567.1396484375,13463.66015625,13543.0595703125,13543.0595703125,5931240000.0
2021-01-23,32985.7578125,33360.9765625,31493.16015625,32067.642578125,32067.642578125,48354737975,2021-01-23,2021-01-23,"840,705","5,168.00","836,000","851,750","5,193,816","403,314.00","4,791,000","4,992,500",3.7,3.4,"142,133,208",2021-01-22,27.239999771118164,27.26000022888184,27.1299991607666,27.21999931335449,27.21999931335449,1900.0,2021-01-22,31141.560546875,31141.560546875,30908.470703125,30996.98046875,30996.98046875,5080430000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-01-23,-25.0,-12.0,-19.0,-38.0,-13.0,7.0,2021-01-23,2021-01-22,3844.239990234375,3852.31005859375,3830.409912109375,3841.469970703125,3841.469970703125,5080430000.0,2021-01-22,13474.8095703125,13567.1396484375,13463.66015625,13543.0595703125,13543.0595703125,5931240000.0
2021-01-24,32064.376953125,32944.0078125,31106.685546875,32289.37890625,32289.37890625,48643830599,2021-01-24,2021-01-23,"840,705","5,168.00","836,000","851,750","5,193,816","403,314.00","4,791,000","4,992,500",3.7,3.4,"142,133,208",2021-01-22,27.239999771118164,27.26000022888184,27.1299991607666,27.21999931335449,27.21999931335449,1900.0,2021-01-22,31141.560546875,31141.560546875,30908.470703125,30996.98046875,30996.98046875,5080430000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-01-24,-28.0,-16.0,-28.0,-40.0,-17.0,7.0,2021-01-24,2021-01-22,3844.239990234375,3852.31005859375,3830.409912109375,3841.469970703125,3841.469970703125,5080430000.0,2021-01-22,13474.8095703125,13567.1396484375,13463.66015625,13543.0595703125,13543.0595703125,5931240000.0
2021-01-25,32285.798828125,34802.7421875,32087.787109375,32366.392578125,32366.392578125,59897054838,2021-01-25,2021-01-23,"840,705","5,168.00","836,000","851,750","5,193,816","403,314.00","4,791,000","4,992,500",3.7,3.4,"142,133,208",2021-01-25,27.25,27.309999465942383,27.25,27.309999465942383,27.309999465942383,400.0,2021-01-25,30989.849609375,30989.849609375,30564.060546875,30960.0,30960.0,6955860000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-01-25,-28.0,-16.0,-31.0,-44.0,-33.0,12.0,2021-01-25,2021-01-25,3851.679931640625,3859.22998046875,3797.159912109375,3855.360107421875,3855.360107421875,6955860000.0,2021-01-25,13681.2099609375,13728.98046875,13368.6796875,13635.990234375,13635.990234375,7139410000.0
2021-01-26,32358.61328125,32794.55078125,31030.265625,32569.849609375,32569.849609375,60255421470,2021-01-26,2021-01-23,"840,705","5,168.00","836,000","851,750","5,193,816","403,314.00","4,791,000","4,992,500",3.7,3.4,"142,133,208",2021-01-26,27.299999237060547,27.32999992370605,27.299999237060547,27.309999465942383,27.309999465942383,5100.0,2021-01-26,30968.55078125,31121.419921875,30921.7109375,30937.0390625,30937.0390625,6029090000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-01-26,-28.0,-17.0,-27.0,-44.0,-35.0,13.0,2021-01-26,2021-01-26,3862.9599609375,3870.89990234375,3847.780029296875,3849.6201171875,3849.6201171875,6029090000.0,2021-01-26,13681.7197265625,13702.6904296875,13603.1904296875,13626.0595703125,13626.0595703125,6781460000.0
2021-01-27,32564.029296875,32564.029296875,29367.138671875,30432.546875,30432.546875,62576762015,2021-01-27,2021-01-23,"840,705","5,168.00","836,000","851,750","5,193,816","403,314.00","4,791,000","4,992,500",3.7,3.4,"142,133,208",2021-01-27,27.299999237060547,27.299999237060547,27.170000076293945,27.200000762939453,27.200000762939453,17400.0,2021-01-27,30893.779296875,30893.779296875,30206.91015625,30303.169921875,30303.169921875,9878040000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-01-27,-25.0,-15.0,-27.0,-42.0,-33.0,12.0,2021-01-27,2021-01-27,3836.830078125,3836.830078125,3732.47998046875,3750.77001953125,3750.77001953125,9878040000.0,2021-01-27,13486.580078125,13538.419921875,13192.91015625,13270.599609375,13270.599609375,11102160000.0
2021-01-28,30441.041015625,33858.3125,30023.20703125,33466.09765625,33466.09765625,76517157706,2021-01-28,2021-01-23,"840,705","5,168.00","836,000","851,750","5,193,816","403,314.00","4,791,000","4,992,500",3.7,3.4,"142,133,208",2021-01-28,27.270000457763672,27.290000915527344,27.26000022888184,27.26000022888184,27.26000022888184,1000.0,2021-01-28,30377.189453125,30951.41015625,30377.189453125,30603.359375,30603.359375,6937960000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-01-28,-26.0,-14.0,-27.0,-42.0,-32.0,12.0,2021-01-28,2021-01-28,3755.75,3830.5,3755.75,3787.3798828125,3787.3798828125,6937960000.0,2021-01-28,13323.2900390625,13507.6396484375,13316.51953125,13337.16015625,13337.16015625,9823150000.0
2021-01-29,34318.671875,38406.26171875,32064.814453125,34316.38671875,34316.38671875,117894572511,2021-01-29,2021-01-23,"840,705","5,168.00","836,000","851,750","5,193,816","403,314.00","4,791,000","4,992,500",3.7,3.4,"142,133,208",2021-01-29,27.200000762939453,27.229999542236328,27.059999465942383,27.059999465942383,27.059999465942383,1100.0,2021-01-29,30553.91015625,30553.91015625,29856.30078125,29982.619140625,29982.619140625,6612570000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-01-29,-25.0,-15.0,-29.0,-42.0,-31.0,12.0,2021-01-29,2021-01-29,3778.050048828125,3778.050048828125,3694.1201171875,3714.239990234375,3714.239990234375,6612570000.0,2021-01-29,13284.7197265625,13322.0,12985.0498046875,13070.6904296875,13070.6904296875,7809670000.0
2021-01-30,34295.93359375,34834.70703125,32940.1875,34269.5234375,34269.5234375,65141828798,2021-01-30,2021-01-30,"849,650","12,845.00","837,000","865,750","5,038,663","383,881.00","4,655,000","4,846,250",3.5,3.3,"142,133,208",2021-01-29,27.200000762939453,27.229999542236328,27.059999465942383,27.059999465942383,27.059999465942383,1100.0,2021-01-29,30553.91015625,30553.91015625,29856.30078125,29982.619140625,29982.619140625,6612570000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-01-30,-22.0,-8.0,-15.0,-36.0,-12.0,6.0,2021-01-30,2021-01-29,3778.050048828125,3778.050048828125,3694.1201171875,3714.239990234375,3714.239990234375,6612570000.0,2021-01-29,13284.7197265625,13322.0,12985.0498046875,13070.6904296875,13070.6904296875,7809670000.0
2021-01-31,34270.87890625,34288.33203125,32270.17578125,33114.359375,33114.359375,52754542671,2021-01-31,2021-01-30,"849,650","12,845.00","837,000","865,750","5,038,663","383,881.00","4,655,000","4,846,250",3.5,3.3,"142,133,208",2021-01-29,27.200000762939453,27.229999542236328,27.059999465942383,27.059999465942383,27.059999465942383,1100.0,2021-01-29,30553.91015625,30553.91015625,29856.30078125,29982.619140625,29982.619140625,6612570000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-01-31,-27.0,-16.0,-22.0,-39.0,-18.0,7.0,2021-01-31,2021-01-29,3778.050048828125,3778.050048828125,3694.1201171875,3714.239990234375,3714.239990234375,6612570000.0,2021-01-29,13284.7197265625,13322.0,12985.0498046875,13070.6904296875,13070.6904296875,7809670000.0
2021-02-01,33114.578125,34638.21484375,32384.228515625,33537.17578125,33537.17578125,61400400660,2021-02-01,2021-01-30,"849,650","12,845.00","837,000","865,750","5,038,663","383,881.00","4,655,000","4,846,250",3.5,3.3,"142,133,208",2021-02-01,27.1200008392334,27.229999542236328,27.11000061035156,27.229999542236328,27.229999542236328,1200.0,2021-02-01,30054.73046875,30335.91015625,30014.970703125,30211.91015625,30211.91015625,5392870000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-02-01,-29.0,-19.0,-33.0,-49.0,-37.0,14.0,2021-02-01,2021-02-01,3731.169921875,3784.320068359375,3725.6201171875,3773.860107421875,3773.860107421875,5392870000.0,2021-02-01,13226.1796875,13431.4599609375,13132.4697265625,13403.3896484375,13403.3896484375,7014220000.0
