Date_x,Open,High,Low,Close,Adj Close,Volume,Time Stamp,Date_y,Init N.S.A,Init S.F.,Init S.A.,Init S.A. 4-Week,Continued N.S.A,Continued S.F.,Continued S.A.,Continued S.A. 4-Week,IUR N.S.A,IUR S.A.,Covered Employment,CPI Date,CPI Open,CPI High,CPI Low,CPI Close,CPI Adj Close,CPI Volume,DJIA Date,DJIA Open,DJIA High,DJIA Low,DJIA Close,DJIA Adj Close,DJIA Volume,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Date,S&P Date,S&P Open,S&P High,S&P Low,S&P Close,S&P Adj Close,S&P Volume,NASDAQ Date,NASDAQ Open,NASDAQ High,NASDAQ Low,NASDAQ Close,NASDAQ Adj Close,NASDAQ Volume
2021-03-23,54511.66015625,55985.44140625,53470.6953125,54738.9453125,54738.9453125,56435023914,2021-03-23,2021-03-20,"651,153","-7,242.00","658,000","729,500","4,102,303","349,379.00","3,753,000","3,968,500",2.9,2.6,"142,133,208",2021-03-23,27.15999984741211,27.170000076293945,27.15999984741211,27.170000076293945,27.170000076293945,200.0,2021-03-23,32691.5,32753.76953125,32356.279296875,32423.150390625,32423.150390625,4645340000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-03-23,-9.0,-4.0,9.0,-31.0,-30.0,8.0,2021-03-23,2021-03-23,3937.60009765625,3949.1298828125,3901.570068359375,3910.52001953125,3910.52001953125,4645340000.0,2021-03-23,13381.4296875,13405.150390625,13202.4296875,13227.7001953125,13227.7001953125,5607860000.0
2021-03-24,54710.48828125,57262.3828125,52514.33203125,52774.265625,52774.265625,70567223787,2021-03-24,2021-03-20,"651,153","-7,242.00","658,000","729,500","4,102,303","349,379.00","3,753,000","3,968,500",2.9,2.6,"142,133,208",2021-03-24,27.15999984741211,27.15999984741211,27.149999618530277,27.15999984741211,27.15999984741211,1300.0,2021-03-24,32470.880859375,32787.98828125,32418.150390625,32420.060546875,32420.060546875,4766990000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-03-24,-9.0,-5.0,1.0,-31.0,-30.0,9.0,2021-03-24,2021-03-24,3919.929931640625,3942.080078125,3889.070068359375,3889.139892578125,3889.139892578125,4766990000.0,2021-03-24,13289.240234375,13292.919921875,12961.349609375,12961.8896484375,12961.8896484375,6184470000.0
2021-03-25,52726.74609375,53392.38671875,50856.5703125,51704.16015625,51704.16015625,67999812841,2021-03-25,2021-03-20,"651,153","-7,242.00","658,000","729,500","4,102,303","349,379.00","3,753,000","3,968,500",2.9,2.6,"142,133,208",2021-03-25,27.149999618530277,27.149999618530277,27.149999618530277,27.149999618530277,27.149999618530277,1000.0,2021-03-25,32346.810546875,32672.689453125,32071.41015625,32619.48046875,32619.48046875,4940800000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-03-25,-10.0,-4.0,4.0,-30.0,-30.0,9.0,2021-03-25,2021-03-25,3879.340087890625,3919.5400390625,3853.5,3909.52001953125,3909.52001953125,4940800000.0,2021-03-25,12844.580078125,13021.8603515625,12786.8095703125,12977.6796875,12977.6796875,5608640000.0
2021-03-26,51683.01171875,55137.3125,51579.85546875,55137.3125,55137.3125,56652197978,2021-03-26,2021-03-20,"651,153","-7,242.00","658,000","729,500","4,102,303","349,379.00","3,753,000","3,968,500",2.9,2.6,"142,133,208",2021-03-26,27.15999984741211,27.15999984741211,27.1200008392334,27.15999984741211,27.15999984741211,1900.0,2021-03-26,32681.0703125,33098.828125,32681.0703125,33072.87890625,33072.87890625,5467850000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-03-26,-10.0,-6.0,9.0,-27.0,-30.0,8.0,2021-03-26,2021-03-26,3917.1201171875,3978.18994140625,3917.1201171875,3974.5400390625,3974.5400390625,5467850000.0,2021-03-26,12996.0302734375,13149.5498046875,12878.7197265625,13138.73046875,13138.73046875,5195330000.0
2021-03-27,55137.56640625,56568.21484375,54242.91015625,55973.51171875,55973.51171875,47266542233,2021-03-27,2021-03-27,"723,653","-5,065.00","729,000","721,500","4,015,277","298,005.00","3,717,000","3,858,500",2.8,2.6,"142,133,208",2021-03-26,27.15999984741211,27.15999984741211,27.1200008392334,27.15999984741211,27.15999984741211,1900.0,2021-03-26,32681.0703125,33098.828125,32681.0703125,33072.87890625,33072.87890625,5467850000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-03-27,-8.0,-2.0,35.0,-16.0,-10.0,2.0,2021-03-27,2021-03-26,3917.1201171875,3978.18994140625,3917.1201171875,3974.5400390625,3974.5400390625,5467850000.0,2021-03-26,12996.0302734375,13149.5498046875,12878.7197265625,13138.73046875,13138.73046875,5195330000.0
2021-03-28,55974.94140625,56610.3125,55071.11328125,55950.74609375,55950.74609375,47686580918,2021-03-28,2021-03-27,"723,653","-5,065.00","729,000","721,500","4,015,277","298,005.00","3,717,000","3,858,500",2.8,2.6,"142,133,208",2021-03-26,27.15999984741211,27.15999984741211,27.1200008392334,27.15999984741211,27.15999984741211,1900.0,2021-03-26,32681.0703125,33098.828125,32681.0703125,33072.87890625,33072.87890625,5467850000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-03-28,-8.0,-5.0,3.0,-21.0,-14.0,3.0,2021-03-28,2021-03-26,3917.1201171875,3978.18994140625,3917.1201171875,3974.5400390625,3974.5400390625,5467850000.0,2021-03-26,12996.0302734375,13149.5498046875,12878.7197265625,13138.73046875,13138.73046875,5195330000.0
2021-03-29,55947.8984375,58342.09765625,55139.33984375,57750.19921875,57750.19921875,57625587027,2021-03-29,2021-03-27,"723,653","-5,065.00","729,000","721,500","4,015,277","298,005.00","3,717,000","3,858,500",2.8,2.6,"142,133,208",2021-03-29,27.13999938964844,27.149999618530277,27.13999938964844,27.13999938964844,27.13999938964844,400.0,2021-03-29,33087.55078125,33259.0,32905.12890625,33171.37109375,33171.37109375,4619840000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-03-29,-8.0,-3.0,14.0,-30.0,-31.0,8.0,2021-03-29,2021-03-29,3969.31005859375,3981.830078125,3943.25,3971.090087890625,3971.090087890625,4619840000.0,2021-03-29,13103.9697265625,13143.41015625,12968.16015625,13059.650390625,13059.650390625,4934000000.0
2021-03-30,57750.1328125,59447.22265625,57251.55078125,58917.69140625,58917.69140625,54414116432,2021-03-30,2021-03-27,"723,653","-5,065.00","729,000","721,500","4,015,277","298,005.00","3,717,000","3,858,500",2.8,2.6,"142,133,208",2021-03-30,27.1200008392334,27.13999938964844,27.1200008392334,27.1299991607666,27.1299991607666,1800.0,2021-03-30,33127.87890625,33170.9296875,32988.921875,33066.9609375,33066.9609375,4103570000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-03-30,-7.0,-1.0,23.0,-29.0,-31.0,8.0,2021-03-30,2021-03-30,3963.340087890625,3968.010009765625,3944.35009765625,3958.550048828125,3958.550048828125,4103570000.0,2021-03-30,13008.7998046875,13075.75,12922.5703125,13045.3896484375,13045.3896484375,4685320000.0
2021-03-31,58930.27734375,59930.02734375,57726.41796875,58918.83203125,58918.83203125,65520826225,2021-03-31,2021-03-27,"723,653","-5,065.00","729,000","721,500","4,015,277","298,005.00","3,717,000","3,858,500",2.8,2.6,"142,133,208",2021-03-31,27.1200008392334,27.1299991607666,27.1200008392334,27.1299991607666,27.1299991607666,100.0,2021-03-31,33116.0390625,33173.76953125,32980.5703125,32981.55078125,32981.55078125,4564980000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-03-31,-6.0,-2.0,4.0,-29.0,-31.0,8.0,2021-03-31,2021-03-31,3967.25,3994.409912109375,3966.97998046875,3972.889892578125,3972.889892578125,4564980000.0,2021-03-31,13122.5703125,13325.5400390625,13118.3798828125,13246.8701171875,13246.8701171875,4980670000.0
2021-04-01,58926.5625,59586.0703125,58505.27734375,59095.80859375,59095.80859375,61669163792,2021-04-01,2021-03-27,"723,653","-5,065.00","729,000","721,500","4,015,277","298,005.00","3,717,000","3,858,500",2.8,2.6,"142,133,208",2021-04-01,27.149999618530277,27.149999618530277,27.149999618530277,27.149999618530277,27.149999618530277,100.0,2021-04-01,33054.578125,33167.171875,32985.3515625,33153.2109375,33153.2109375,4151240000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-01,-4.0,3.0,9.0,-27.0,-31.0,8.0,2021-04-01,2021-04-01,3992.780029296875,4020.6298828125,3992.780029296875,4019.8701171875,4019.8701171875,4151240000.0,2021-04-01,13414.3203125,13487.080078125,13404.1796875,13480.1103515625,13480.1103515625,4553470000.0
2021-04-02,59098.87890625,60267.1875,58869.28125,59384.3125,59384.3125,58727860620,2021-04-02,2021-03-27,"723,653","-5,065.00","729,000","721,500","4,015,277","298,005.00","3,717,000","3,858,500",2.8,2.6,"142,133,208",2021-04-01,27.149999618530277,27.149999618530277,27.149999618530277,27.149999618530277,27.149999618530277,100.0,2021-04-01,33054.578125,33167.171875,32985.3515625,33153.2109375,33153.2109375,4151240000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-02,-6.0,3.0,11.0,-27.0,-40.0,10.0,2021-04-02,2021-04-01,3992.780029296875,4020.6298828125,3992.780029296875,4019.8701171875,4019.8701171875,4151240000.0,2021-04-01,13414.3203125,13487.080078125,13404.1796875,13480.1103515625,13480.1103515625,4553470000.0
2021-04-03,59397.41015625,60110.26953125,57603.890625,57603.890625,57603.890625,59641344484,2021-04-03,2021-04-03,"738,734","-2,857.00","742,000","723,500","3,913,719","206,100.00","3,708,000","3,754,750",2.8,2.7,"139,248,565",2021-04-01,27.149999618530277,27.149999618530277,27.149999618530277,27.149999618530277,27.149999618530277,100.0,2021-04-01,33054.578125,33167.171875,32985.3515625,33153.2109375,33153.2109375,4151240000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-03,-6.0,11.0,31.0,-18.0,-14.0,2.0,2021-04-03,2021-04-01,3992.780029296875,4020.6298828125,3992.780029296875,4019.8701171875,4019.8701171875,4151240000.0,2021-04-01,13414.3203125,13487.080078125,13404.1796875,13480.1103515625,13480.1103515625,4553470000.0
2021-04-04,57604.83984375,58913.74609375,57168.67578125,58758.5546875,58758.5546875,50749662970,2021-04-04,2021-04-03,"738,734","-2,857.00","742,000","723,500","3,913,719","206,100.00","3,708,000","3,754,750",2.8,2.7,"139,248,565",2021-04-01,27.149999618530277,27.149999618530277,27.149999618530277,27.149999618530277,27.149999618530277,100.0,2021-04-01,33054.578125,33167.171875,32985.3515625,33153.2109375,33153.2109375,4151240000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-04,-28.0,-11.0,33.0,-21.0,-23.0,1.0,2021-04-04,2021-04-01,3992.780029296875,4020.6298828125,3992.780029296875,4019.8701171875,4019.8701171875,4151240000.0,2021-04-01,13414.3203125,13487.080078125,13404.1796875,13480.1103515625,13480.1103515625,4553470000.0
2021-04-05,58760.875,59891.296875,57694.82421875,59057.87890625,59057.87890625,60706272115,2021-04-05,2021-04-03,"738,734","-2,857.00","742,000","723,500","3,913,719","206,100.00","3,708,000","3,754,750",2.8,2.7,"139,248,565",2021-04-05,27.290000915527344,27.290000915527344,27.190000534057617,27.190000534057617,27.190000534057617,5400.0,2021-04-05,33222.37890625,33617.94921875,33222.37890625,33527.19140625,33527.19140625,3999760000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-05,-6.0,-1.0,26.0,-27.0,-34.0,8.0,2021-04-05,2021-04-05,4034.43994140625,4083.419921875,4034.43994140625,4077.909912109375,4077.909912109375,3999760000.0,2021-04-05,13594.900390625,13720.580078125,13582.759765625,13705.58984375,13705.58984375,4439970000.0
2021-04-06,59171.93359375,59479.578125,57646.80859375,58192.359375,58192.359375,66058027988,2021-04-06,2021-04-03,"738,734","-2,857.00","742,000","723,500","3,913,719","206,100.00","3,708,000","3,754,750",2.8,2.7,"139,248,565",2021-04-06,27.190000534057617,27.209999084472656,27.190000534057617,27.209999084472656,27.209999084472656,700.0,2021-04-06,33500.01953125,33544.7890625,33380.4296875,33430.23828125,33430.23828125,4027880000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-06,-6.0,0.0,33.0,-27.0,-31.0,7.0,2021-04-06,2021-04-06,4075.570068359375,4086.22998046875,4068.139892578125,4073.93994140625,4073.93994140625,4027880000.0,2021-04-06,13681.669921875,13776.7099609375,13674.2802734375,13698.3798828125,13698.3798828125,4038510000.0
2021-04-07,58186.5078125,58731.14453125,55604.0234375,56048.9375,56048.9375,75645303584,2021-04-07,2021-04-03,"738,734","-2,857.00","742,000","723,500","3,913,719","206,100.00","3,708,000","3,754,750",2.8,2.7,"139,248,565",2021-04-07,27.21999931335449,27.21999931335449,27.190000534057617,27.209999084472656,27.209999084472656,300.0,2021-04-07,33444.98046875,33521.76171875,33347.9609375,33446.26171875,33446.26171875,4112640000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-07,-4.0,0.0,27.0,-27.0,-31.0,7.0,2021-04-07,2021-04-07,4074.2900390625,4083.1298828125,4068.31005859375,4079.949951171875,4079.949951171875,4112640000.0,2021-04-07,13675.2998046875,13733.0302734375,13653.58984375,13688.83984375,13688.83984375,4078990000.0
2021-04-08,56099.9140625,58338.73828125,55879.0859375,58323.953125,58323.953125,53053855641,2021-04-08,2021-04-03,"738,734","-2,857.00","742,000","723,500","3,913,719","206,100.00","3,708,000","3,754,750",2.8,2.7,"139,248,565",2021-04-08,27.26000022888184,27.26000022888184,27.239999771118164,27.239999771118164,27.239999771118164,2300.0,2021-04-08,33469.890625,33506.80078125,33342.640625,33503.5703125,33503.5703125,3901910000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-08,-6.0,-1.0,26.0,-26.0,-30.0,8.0,2021-04-08,2021-04-08,4089.949951171875,4098.18994140625,4082.5400390625,4097.169921875,4097.169921875,3901910000.0,2021-04-08,13796.8896484375,13830.1396484375,13758.7099609375,13829.3095703125,13829.3095703125,4133640000.0
2021-04-09,58326.5625,58937.046875,57807.86328125,58245.00390625,58245.00390625,46655208546,2021-04-09,2021-04-03,"738,734","-2,857.00","742,000","723,500","3,913,719","206,100.00","3,708,000","3,754,750",2.8,2.7,"139,248,565",2021-04-09,27.239999771118164,27.26000022888184,27.21999931335449,27.25,27.25,8900.0,2021-04-09,33526.19140625,33810.87109375,33526.19140625,33800.6015625,33800.6015625,3634910000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-09,-10.0,-5.0,16.0,-26.0,-30.0,7.0,2021-04-09,2021-04-09,4096.10986328125,4129.47998046875,4095.510009765625,4128.7998046875,4128.7998046875,3634910000.0,2021-04-09,13787.01953125,13905.41015625,13748.349609375,13900.1904296875,13900.1904296875,3906460000.0
2021-04-10,58253.77734375,61276.6640625,58038.70703125,59793.234375,59793.234375,58238470525,2021-04-10,2021-04-10,"622,628","36,830.00","586,000","678,750","3,840,457","188,955.00","3,652,000","3,707,500",2.8,2.6,"139,248,565",2021-04-09,27.239999771118164,27.26000022888184,27.21999931335449,27.25,27.25,8900.0,2021-04-09,33526.19140625,33810.87109375,33526.19140625,33800.6015625,33800.6015625,3634910000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-10,-7.0,-2.0,32.0,-17.0,-12.0,2.0,2021-04-10,2021-04-09,4096.10986328125,4129.47998046875,4095.510009765625,4128.7998046875,4128.7998046875,3634910000.0,2021-04-09,13787.01953125,13905.41015625,13748.349609375,13900.1904296875,13900.1904296875,3906460000.0
2021-04-11,59846.23046875,60790.5546875,59289.796875,60204.96484375,60204.96484375,46280252580,2021-04-11,2021-04-10,"622,628","36,830.00","586,000","678,750","3,840,457","188,955.00","3,652,000","3,707,500",2.8,2.6,"139,248,565",2021-04-09,27.239999771118164,27.26000022888184,27.21999931335449,27.25,27.25,8900.0,2021-04-09,33526.19140625,33810.87109375,33526.19140625,33800.6015625,33800.6015625,3634910000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-11,-6.0,-4.0,18.0,-19.0,-14.0,2.0,2021-04-11,2021-04-09,4096.10986328125,4129.47998046875,4095.510009765625,4128.7998046875,4128.7998046875,3634910000.0,2021-04-09,13787.01953125,13905.41015625,13748.349609375,13900.1904296875,13900.1904296875,3906460000.0
2021-04-12,60175.9453125,61253.03515625,59589.875,59893.453125,59893.453125,51828688519,2021-04-12,2021-04-10,"622,628","36,830.00","586,000","678,750","3,840,457","188,955.00","3,652,000","3,707,500",2.8,2.6,"139,248,565",2021-04-12,27.25,27.25,27.25,27.25,27.25,300.0,2021-04-12,33775.05859375,33786.19140625,33665.5390625,33745.3984375,33745.3984375,3578500000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-12,-9.0,-3.0,9.0,-29.0,-29.0,7.0,2021-04-12,2021-04-12,4124.7099609375,4131.759765625,4114.81982421875,4127.990234375,4127.990234375,3578500000.0,2021-04-12,13854.4404296875,13877.0,13783.9501953125,13850.0,13850.0,4230160000.0
2021-04-13,59890.01953125,63742.28515625,59869.95703125,63503.45703125,63503.45703125,69983454362,2021-04-13,2021-04-10,"622,628","36,830.00","586,000","678,750","3,840,457","188,955.00","3,652,000","3,707,500",2.8,2.6,"139,248,565",2021-04-13,27.290000915527344,27.290000915527344,27.270000457763672,27.280000686645508,27.280000686645508,1300.0,2021-04-13,33721.16015625,33741.640625,33545.83984375,33677.26953125,33677.26953125,3728440000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-13,-8.0,-1.0,20.0,-29.0,-29.0,7.0,2021-04-13,2021-04-13,4130.10009765625,4148.0,4124.43017578125,4141.58984375,4141.58984375,3728440000.0,2021-04-13,13902.4501953125,14011.509765625,13902.4501953125,13996.099609375,13996.099609375,4200290000.0
2021-04-14,63523.75390625,64863.09765625,61554.796875,63109.6953125,63109.6953125,77451779687,2021-04-14,2021-04-10,"622,628","36,830.00","586,000","678,750","3,840,457","188,955.00","3,652,000","3,707,500",2.8,2.6,"139,248,565",2021-04-14,27.290000915527344,27.290000915527344,27.270000457763672,27.270000457763672,27.270000457763672,700.0,2021-04-14,33668.94921875,33911.25,33668.94921875,33730.890625,33730.890625,3976540000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-14,-7.0,-3.0,13.0,-29.0,-30.0,8.0,2021-04-14,2021-04-14,4141.580078125,4151.68994140625,4120.8701171875,4124.66015625,4124.66015625,3976540000.0,2021-04-14,14004.080078125,14033.6298828125,13839.0400390625,13857.83984375,13857.83984375,4102380000.0
2021-04-15,63075.1953125,63821.671875,62208.96484375,63314.01171875,63314.01171875,60954381579,2021-04-15,2021-04-10,"622,628","36,830.00","586,000","678,750","3,840,457","188,955.00","3,652,000","3,707,500",2.8,2.6,"139,248,565",2021-04-15,27.32999992370605,27.34000015258789,27.31999969482422,27.31999969482422,27.31999969482422,6500.0,2021-04-15,33788.53125,34068.73046875,33788.53125,34035.98828125,34035.98828125,4027680000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-15,-10.0,-3.0,9.0,-29.0,-29.0,8.0,2021-04-15,2021-04-15,4139.759765625,4173.490234375,4139.759765625,4170.419921875,4170.419921875,4027680000.0,2021-04-15,13983.23046875,14049.1298828125,13970.419921875,14038.759765625,14038.759765625,4382620000.0
2021-04-16,63258.50390625,63594.72265625,60222.53125,61572.7890625,61572.7890625,84293007468,2021-04-16,2021-04-10,"622,628","36,830.00","586,000","678,750","3,840,457","188,955.00","3,652,000","3,707,500",2.8,2.6,"139,248,565",2021-04-16,27.299999237060547,27.32999992370605,27.299999237060547,27.299999237060547,27.299999237060547,2200.0,2021-04-16,34058.16015625,34256.75,34058.16015625,34200.671875,34200.671875,4157430000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-16,-11.0,-6.0,8.0,-27.0,-29.0,8.0,2021-04-16,2021-04-16,4174.14013671875,4191.31005859375,4170.75,4185.47021484375,4185.47021484375,4157430000.0,2021-04-16,14059.1103515625,14062.5,13977.0498046875,14052.33984375,14052.33984375,4414640000.0
2021-04-17,61529.921875,62572.17578125,60361.3515625,60683.8203125,60683.8203125,66138759198,2021-04-17,2021-04-17,"584,836","19,282.00","566,000","655,750","3,783,595","130,399.00","3,653,000","3,682,500",2.7,2.6,"139,248,565",2021-04-16,27.299999237060547,27.32999992370605,27.299999237060547,27.299999237060547,27.299999237060547,2200.0,2021-04-16,34058.16015625,34256.75,34058.16015625,34200.671875,34200.671875,4157430000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-17,-8.0,-2.0,35.0,-17.0,-12.0,2.0,2021-04-17,2021-04-16,4174.14013671875,4191.31005859375,4170.75,4185.47021484375,4185.47021484375,4157430000.0,2021-04-16,14059.1103515625,14062.5,13977.0498046875,14052.33984375,14052.33984375,4414640000.0
2021-04-18,60701.88671875,61057.45703125,52829.53515625,56216.18359375,56216.18359375,97468872758,2021-04-18,2021-04-17,"584,836","19,282.00","566,000","655,750","3,783,595","130,399.00","3,653,000","3,682,500",2.7,2.6,"139,248,565",2021-04-16,27.299999237060547,27.32999992370605,27.299999237060547,27.299999237060547,27.299999237060547,2200.0,2021-04-16,34058.16015625,34256.75,34058.16015625,34200.671875,34200.671875,4157430000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-18,-5.0,-2.0,38.0,-16.0,-13.0,2.0,2021-04-18,2021-04-16,4174.14013671875,4191.31005859375,4170.75,4185.47021484375,4185.47021484375,4157430000.0,2021-04-16,14059.1103515625,14062.5,13977.0498046875,14052.33984375,14052.33984375,4414640000.0
2021-04-19,56191.5859375,57520.0546875,54368.59375,55724.265625,55724.265625,65344865159,2021-04-19,2021-04-17,"584,836","19,282.00","566,000","655,750","3,783,595","130,399.00","3,653,000","3,682,500",2.7,2.6,"139,248,565",2021-04-19,27.309999465942383,27.309999465942383,27.309999465942383,27.309999465942383,27.309999465942383,400.0,2021-04-19,34182.37890625,34182.37890625,33980.55859375,34077.62890625,34077.62890625,3788020000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-19,-10.0,-3.0,14.0,-28.0,-29.0,8.0,2021-04-19,2021-04-19,4179.7998046875,4180.81005859375,4150.47021484375,4163.259765625,4163.259765625,3788020000.0,2021-04-19,13984.580078125,14041.7900390625,13842.5703125,13914.76953125,13914.76953125,4349340000.0
2021-04-20,55681.79296875,57062.1484375,53448.046875,56473.03125,56473.03125,67849323955,2021-04-20,2021-04-17,"584,836","19,282.00","566,000","655,750","3,783,595","130,399.00","3,653,000","3,682,500",2.7,2.6,"139,248,565",2021-04-20,27.299999237060547,27.299999237060547,27.299999237060547,27.299999237060547,27.299999237060547,200.0,2021-04-20,34034.1796875,34034.1796875,33687.01171875,33821.30078125,33821.30078125,4338230000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-20,-8.0,-1.0,21.0,-28.0,-29.0,8.0,2021-04-20,2021-04-20,4159.18017578125,4159.18017578125,4118.3798828125,4134.93994140625,4134.93994140625,4338230000.0,2021-04-20,13894.4599609375,13927.669921875,13698.669921875,13786.26953125,13786.26953125,4229410000.0
2021-04-21,56471.12890625,56757.97265625,53695.46875,53906.08984375,53906.08984375,54926612466,2021-04-21,2021-04-17,"584,836","19,282.00","566,000","655,750","3,783,595","130,399.00","3,653,000","3,682,500",2.7,2.6,"139,248,565",2021-04-21,27.31999969482422,27.31999969482422,27.31999969482422,27.31999969482422,27.31999969482422,100.0,2021-04-21,33808.30078125,34160.33984375,33773.80078125,34137.30859375,34137.30859375,3865820000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-21,-9.0,-3.0,6.0,-29.0,-29.0,8.0,2021-04-21,2021-04-21,4128.419921875,4175.02001953125,4126.35009765625,4173.419921875,4173.419921875,3865820000.0,2021-04-21,13745.76953125,13951.349609375,13706.8603515625,13950.2197265625,13950.2197265625,3967090000.0
2021-04-22,53857.10546875,55410.23046875,50583.8125,51762.2734375,51762.2734375,74798630778,2021-04-22,2021-04-17,"584,836","19,282.00","566,000","655,750","3,783,595","130,399.00","3,653,000","3,682,500",2.7,2.6,"139,248,565",2021-04-22,27.290000915527344,27.31999969482422,27.290000915527344,27.299999237060547,27.299999237060547,1000.0,2021-04-22,34109.87890625,34126.5703125,33717.19140625,33815.8984375,33815.8984375,4235040000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-22,-9.0,-2.0,16.0,-28.0,-28.0,8.0,2021-04-22,2021-04-22,4170.4599609375,4179.56982421875,4123.68994140625,4134.97998046875,4134.97998046875,4235040000.0,2021-04-22,13952.5703125,14015.8701171875,13771.0400390625,13818.41015625,13818.41015625,4397030000.0
2021-04-23,51739.80859375,52120.79296875,47714.6640625,51093.65234375,51093.65234375,86668667320,2021-04-23,2021-04-17,"584,836","19,282.00","566,000","655,750","3,783,595","130,399.00","3,653,000","3,682,500",2.7,2.6,"139,248,565",2021-04-23,27.34000015258789,27.350000381469727,27.32999992370605,27.32999992370605,27.32999992370605,2100.0,2021-04-23,33804.51953125,34157.5703125,33713.2890625,34043.48828125,34043.48828125,3568080000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-23,-11.0,-5.0,16.0,-25.0,-28.0,7.0,2021-04-23,2021-04-23,4138.77978515625,4194.169921875,4138.77978515625,4180.169921875,4180.169921875,3568080000.0,2021-04-23,13861.3701171875,14062.740234375,13856.830078125,14016.8095703125,14016.8095703125,4332500000.0
2021-04-24,51143.2265625,51167.5625,48805.28515625,50050.8671875,50050.8671875,49014494781,2021-04-24,2021-04-24,"612,060","21,988.00","590,000","621,000","3,776,257","95,785.00","3,680,000","3,673,250",2.7,2.6,"139,248,565",2021-04-23,27.34000015258789,27.350000381469727,27.32999992370605,27.32999992370605,27.32999992370605,2100.0,2021-04-23,33804.51953125,34157.5703125,33713.2890625,34043.48828125,34043.48828125,3568080000.0,US,United States,,,,,,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,2021-04-24,-9.0,-2.0,34.0,-18.0,-12.0,2.0,2021-04-24,2021-04-23,4138.77978515625,4194.169921875,4138.77978515625,4180.169921875,4180.169921875,3568080000.0,2021-04-23,13861.3701171875,14062.740234375,13856.830078125,14016.8095703125,14016.8095703125,4332500000.0
